# BARRY GUI bad-channel export -- every recorded session -- 116 row(s) from 180 session(s) -- taken 2026-09-02T19:44:48
project,mouse,session,date,label,channel,n_bad,n_channels,marked_by,marked_at,note,path,key
PTEN_DKO,53,1,2025-03-04,PTEN_DKO m53 s1 2025-03-04,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOM53\m53s1mar4\2025-03-04_13-02-15,m053_s001_2025-03-04_13-02-15
PTEN_DKO,53,7,2025-03-04,PTEN_DKO m53 s7 2025-03-04,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOM53\m53s7mar4-2025\2025-03-06_13-17-00,m053_s007_2025-03-04_17-03-31
PTEN_DKO,55,1,2025-06-11,PTEN_DKO m55 s1 2025-06-11,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOm55\m55s1jun11\2025-06-11_13-22-40,m055_s001_2025-06-11_13-22-40
PTEN_DKO,56,2,2025-06-19,PTEN_DKO m56 s2 2025-06-19,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOm56\m56s2_061925\2025-06-19_13-34-29,m056_s002_2025-06-19_13-34-29
PTEN_DKO,56,8,2025-06-19,PTEN_DKO m56 s8 2025-06-19,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOm56\m56s8_06192025\2025-06-19_16-39-58,m056_s008_2025-06-19_16-39-58
PTEN,59,4,2025-07-07,PTEN m59 s4 2025-07-07,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM59\m59s4jul7\2025-07-07_12-52-42,m059_s004_2025-07-07_12-52-42
PTEN,59,10,2025-07-07,PTEN m59 s10 2025-07-07,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM59\m59s10jul7\2025-07-07_16-42-40,m059_s010_2025-07-07_16-42-40
PTEN,59,11,2025-07-09,PTEN m59 s11 2025-07-09,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM59\m59s11jul8\2025-07-09_12-19-54,m059_s011_2025-07-09_12-19-54
PTEN,60,1,2025-07-10,PTEN m60 s1 2025-07-10,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM60\m60s1jul10\2025-07-10_11-41-45,m060_s001_2025-07-10_11-41-45
PTEN,60,4,2025-07-10,PTEN m60 s4 2025-07-10,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM60\m60s4jul10\2025-07-10_13-51-27,m060_s004_2025-07-10_13-51-27
PTEN,61,1,2025-07-11,PTEN m61 s1 2025-07-11,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM61\m61s1jul11\2025-07-11_12-16-56,m061_s001_2025-07-11_12-16-56
PTEN,61,7,2025-07-11,PTEN m61 s7 2025-07-11,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM61\m61s7jul11\2025-07-11_15-53-22,m061_s007_2025-07-11_15-53-22
KCNT1,1609,5,2026-07-16,KCNT1 m1609 s5 2026-07-16,32,1,31,theexaminedexistence@gmail.com,2026-09-02T18:50:56-04:00,,\\netfiles03.uvm.edu\bigdata_jbarry\Jeremy3\KCNT1\Summer'26\KCNT1_m1609\KCNT1_m1609_s5_071626\2026-07-16_13-42-08,m1609_s005_2026-07-16_13-42-08
